key,singer
21483,Mimi Thoma
21484,Miss Kamala
21485,Rudi Schuricke
21486,ОТВАЛ БАWKN
21487,Cartier99
21488,Lil Uzi Kop
21489,Hackequation
21490,Gyanendra Prasad Goswami
21491,Bharati Devi
21492,Myma Mores
21493,Bezawada Rajarathnam
21494,Avery Robinson
21495,Odetta Gordon
21496,Tara
21497,Farid al-Atrash
21498,Oley Speaks
21499,Hori Baiji
21500,Munir Alam
21501,Pietro Cimara
21502,Ashleigh Anita
21503,Sabita Chowdhury
21504,Shanti Kumar Desai
21505,Pandit Pran Nath
21506,Van Shipley
21507,M. V. Subbaiah Naidu
21508,Lakshmi Bai
21509,R. Nagendra Rao
21510,Ganapathibhat
21511,Kamala Bai
21512,B.S. Raja Iyengar
21513,G. V. Krishnamurthy
21514,Motilal
21515,"Yessister, Jazzsister"
21516,René Hendrickx
21517,Henry Mitchell
21518,Jim Hawthorne
21519,M.V. Rajamma
21520,Kalinga Rao
21521,Anjali Devi
21522,Sander Looymans
21523,Sardar Akhtar
21524,Leo Diamond Harmonica Quartet
21525,Morton Gould and His Orchestra
21526,Rina Celi y Orquesta
21527,9 Days Wonder
21528,Master Ebrahim
21529,Herma Handl
21530,Josef Witt
21531,Manju
21532,Horst Taubmann
21533,Arnold Bax
21534,Hallé
21535,Alberto Gomez
21536,NNN
21537,Carolina Cardoso de Menezes
21538,Garoto
21539,Malti
21540,Vijay
21541,DYING SPASM
21542,Friedrich Kayssler
21543,Ramesh Gupta
21544,Franz Szkokan
21545,Isaura Garcia
21546,Dilú Melo
21547,Sharada
21548,Rewa Shankar
21549,Shankar Rao Vyas
21550,Gottfried von Freiberg
21551,Ted Nash
21552,Charlie Ventura
21553,Leela Bai
21554,Doris Day with orchestra conducted by Robert Mersey
21555,Leopold Godowsky
21556,Betty Russell
21557,The Charioteers
21558,Ken Lane Singers
21559,Kenny Baker
21560,Vicente Celestino
21561,Woody Herman & The Herd
21562,Gilda de Abreu
21563,Earl Grant
21564,Joseph Gershenson conductin the Universal International Orch.
21565,Silu Wang
21566,Dirty Glass
21567,Gigi Beccaria con Orchestra Beppe Mojetta
21568,Kathy Nolan
21569,Robert Harrington
21570,Joseph Stafford
21571,Lon Hoyt
21572,Bert Convy
21573,Julia Migenes
21574,West Side Story Ensemble
21575,"Hello, Dolly! Ensemble"
21576,David Brooks
21577,Marion Bell
21578,Sudhin Chatterjee
21579,Prakash
21580,Shanta Patel
21581,Miss Angurbala
21582,Jim Harbert & His Orchestra
21583,Eddie Sledge
21584,Fred Davis
21585,William Tabbert
21586,Mitch Miller & The Gang
21587,Charles Gerhardt
21588,Harry Clark
21589,Jack Diamond
21590,South Pacific Orchestra
21591,Cesare Andrea Bixio
21592,Giovanni Capurro
21593,"Kiss Me, Kate Orchestra"
21594,Barbara Luna
21595,Michael DeLeon
21596,Hugo Winterhalter and His Orchestra and Chorus
21597,Trio Aguilillas
21598,Elizabeth Bishop
21599,Ministerio Jabes
21600,Hermanas Lima
21601,Georges Guétary
21602,MAC MacLAIN
21603,GRACE STARK
21604,Pete Roberts
21605,Vera Hall
21606,T.N. Rajarathnam Pillai
21607,Unidentified accordion player
21608,Peter Serkin
21609,The Carter Sisters
21610,Mother Maybelle
21611,Dick Stabile
21612,Jane Wyman
21613,Bob Fosse
21614,Tommy Rall
21615,Bobby Van
21616,Gordon Robinson
21617,Hal Hopper
21618,Bob Wacker
21619,Gene Lanham
21620,Mac McLain
21621,Hermes Pan
21622,Saul Chaplin
21623,Gigi Gryce - Clifford Brown Sextet
21624,H. Bath
21625,Hubert Bath
21626,James Whitmore
21627,Keenan Wynn
21628,Lolita Cuevas
21629,Richard Oneto
21630,Kismet Ensemble
21631,Jimmy & Walter
21632,Tommy Collins
21633,Richard Adler
21634,Jerry Ross
21635,The Original Broadway Cast Of The Pajama Game
21636,Hal Hastings
21637,Bill Pursell
21638,Janis Paige
21639,The Pajama Game Ensemble
21640,Hawkshaw Hawkins
21641,Matt Mattox
21642,Alan Davies
21643,C. Parlato
21644,Adolph Deutsch
21645,The Skylarks
21646,Carol Haney
21647,Peter Gennaro
21648,Jim Hutchison
21649,Ellis Larkins
21650,Gwendolyn Brooks
21651,Glyndebourne Festival Orchestra
21652,The Collins Kids
21653,Sesto Bruscantini
21654,Russ Brown
21655,Jimmie Komack
21656,Nathaniel Frey
21657,Danny Thomas
21658,Billy Kyle and His Trio
21659,Count Basie Orchestra
21660,The Buffalo Bills
21661,Eddie Hodges
21662,Adnia Rice
21663,Peggy Mondo
21664,Elaine Swann
21665,Helen Raymond
21666,Robert Flynn
21667,Ray Smith
21668,Larry Williams
21669,Harvey Fuqua
21670,The Virginia Boys
21671,Los Cinco Latinos
21672,Eden Ahbez
21673,Mahalakshmi Iyer
21674,Robert Lowry
21675,Bob Florence Big Band
21676,Spence Bare
21677,The Strings of the Philadelphia Orchestra
21678,Rita Moreno
21679,Eddie Bush
21680,The Ronettes
21681,Aneela Mirza
21682,Robert Uhlmarash
21683,Johan Bejerholm
21684,Larry Walsh
21685,The Marketts
21686,Evadne Baker
21687,Annalee
21688,Peggy Wood
21689,Chorus & Orchestra
21690,The Strangeloves
21691,Napoleon XIV
21692,The Capitols
21693,Carl Dawkins
21694,James & Bobby Purify
21695,Bettye Swann
21696,Edith Mathis
21697,October Country
21698,Carlton and the Shoes
21699,Thunderclap Newman
21700,R.B. Greaves
21701,Smith
21702,Sugarloaf
21703,The Ides Of March
21704,"Hamilton, Joe Frank & Reynolds"
21705,Gene Wilder
21706,The Raiders
21707,Vicki Sue Robinson
21708,Sammy Johns
21709,B.W. Stevenson
21710,Billy Swan
21711,Johnny Bristol
21712,Eberhard Weber
21713,Little Nell
21714,Patricia Quinn
21715,Steve Harley
21716,Sanford Townsend Band
21717,Starbuck
21718,Henry Gross
21719,Dorothy Moore
21720,Debby Boone
21721,Samantha Sang
21722,Lenny Williams
21723,Patrick Hernandez
21724,Jay Ferguson
21725,Stockard Channing
21726,Johnny Kemp
21727,After The Fire
21728,The Vapors
21729,Joey Scarbury
21730,Skyy
21731,Sheriff
21732,Patty Smyth
21733,Saint Paul Chamber Orchestra
21734,Taco
21735,Newcleus
21736,David Bell
21737,Midge Ure
21738,David Shifrin
21739,Mostly Mozart Orchestra
21740,Gerard Schwarz
21741,Terri Gibbs
21742,The Communards
21743,Sarah Jane Morris
21744,General M.D.Shirinda
21745,The Gaza Sisters
21746,Gregory Abbott
21747,Maurice Williams & The Zodiacs
21748,Pete Hammond
21749,Buster Poindexter And His Banshees Of Blue
21750,Nice & Wild
21751,Gerard McMann
21752,J.J. Fad
21753,Henson Cargill
21754,Will To Power
21755,Wolfgang Sobotka
21756,Oleta Adams
21757,Jane Child
21758,Christian Spring
21759,Tony Terry
21760,Pirates Of The Mississippi
21761,Kay Kyser & His Orchestra
21762,Los Bondadosos
21763,Hélène Mercier
21764,Péter Nagy
21765,Nelly Kokinos
21766,DNA
21767,Jesus Jones
21768,DFC
21769,Anayka
21770,N2DEEP
21771,CeCe Peniston
21772,Bill Appleberry
21773,Shawn Mullins
21774,Urge Overkill
21775,The Elgins
21776,Nancy Fletcher
21777,Jeremy Irons
21778,Whoopi Goldberg
21779,Cheech Marin
21780,Jim Cummings
21781,B.M.U. (Black Men United)
21782,The Delta Rhythm Boys
21783,Mr. Lee
21784,Arty Skye
21785,Dawn Penn
21786,Corona
21787,Real McCoy
21788,The Jayhawks
21789,The McCoys
21790,Howard Shelley
21791,Crystal Johnson
21792,OMC
21793,702
21794,Primitive Radio Gods
21795,Mecca
21796,Lord Finesse
21797,Cornelius Brothers & Sister Rose
21798,Storm
21799,Mutah
21800,The Chimney Sweep Chorus
21801,Cast - Mary Poppins
21802,White Town
21803,Prisma
21804,Max Coveri
21805,Syke
21806,C-PO
21807,Shock G
21808,Money B
21809,Tray Dee
21810,Slip Capone
21811,Glenn Close
21812,Nicky Steel
21813,Citizen King
21814,Jessica Andrews
21815,Gary Glitter
21816,Mya
21817,Puerto Rican Power
21818,Roy Ayres
21819,azul azul
21820,Jorge Hernández
21821,Emmanuele
21822,Carlos Ponce
21823,Giselle
21824,Melina Leon
21825,Limi-T 21
21826,Disturbing Tha Peace
21827,Celso Piña
21828,Flipmode Squad
21829,Alexander Briger
21830,O-Zone
21831,Floetry
21832,Tammy Ruggieri
21833,Phantom Planet
21834,Hailie Jade
21835,Uncle Charlie Wilson
21836,DJ Sammy
21837,D/O
21838,Cadillac Tah
21839,Robert John
21840,Ra
21841,MF Grimm
21842,Broken Social Scene
21843,The Chords
21844,Freekey Zeekey
21845,Toya
21846,Kevin Lyttle
21847,GLC
21848,Ali & Gipp
21849,die Teenagers
21850,Steaknife
21851,Kandi Girl
21852,Peanut
21853,Charlay
21854,Teriyaki Boyz
21855,Pat Carroll
21856,Gemstar
21857,Big Mato
21858,Big Boy
21859,Angel Lopez
21860,Ca$his
21861,Yael Naim
21862,Cupid
21863,Brad Arnold
21864,Camille
21865,Shop Boyz
21866,Alexandra
21867,Elliott Yamin
21868,CHAD
21869,The Weather Girls
21870,Meryl Streep
21871,The Movement
21872,Julie Walters
21873,Christine Baranski
21874,Dominic Cooper
21875,Amanda Seyfried
21876,Ashley Lilley
21877,Rachel McDowall
21878,Avery Storm
21879,Mr Hudson
21880,Duffy
21881,Heidi Newfield
21882,Asher Roth
21883,Michael-Leon Wooley
21884,Bruno Campos
21885,Rob Swire
21886,Marta Sánchez
21887,Maino
21888,Every Avenue
21889,Shontelle
21890,Calmsound
21891,Kebo Gotti
21892,Jaron And The Long Road To Love
21893,New Boyz
21894,Kevin McCall
21895,Sirah
21896,Eiffel 65
21897,Gabry Ponte
21898,Alexandra Stan
21899,Cali Swag District
21900,Jeremy Passion
21901,Harmless
21902,Michael Schulte
21903,Aer
21904,Breakbot
21905,Juciy J
21906,John Newman
21907,Ash Costello
21908,Birdy Nam Nam
21909,Lord Flacko
21910,Banda Tierra Sagrada
21911,Coda
21912,Sofia
21913,Rich Gang
21914,Descemer Bueno
21915,Mr. Probz
21916,King Pharaoh
21917,TGT
21918,Ghost Loft
21919,Madelyn Grant
21920,Namiko
21921,Miyagi
21922,Macy Maloy
21923,KONGOS
21924,Joel Adams
21925,Leslie Odom Jr.
21926,Daveed Diggs
21927,Okieriete Onaodowan
21928,Phillipa Soo
21929,Original Broadway Cast of Hamilton
21930,Donnie Trumpet & The Social Experiment
21931,Monty
21932,Nyla
21933,Fuse ODG
21934,Renée Elise Goldsberry
21935,RKCB
21936,Jasmine Cephas-Jones
21937,Chaz Bundick
21938,Vantage
21939,Sheppard
21940,KANA-BOON
21941,Claudia Jones
21942,Kamaiyah
21943,kai
21944,Towkio
21945,Aroc!
21946,Jean Deaux
21947,Swell
21948,Rachel House
21949,Louise Bush
21950,The Deli
21951,Kungs
21952,Weathers
21953,Joe Moses
21954,Starley
21955,Ryan Riback
21956,CADE
21957,Pinkfong
21958,Absofacto
21959,OurVinyl
21960,Thunderstorm Sound Bank
21961,Weather Factory
21962,Mother Nature Sound FX
21963,LANCO
21964,High Altitude Samples
21965,Adriana Proenza
21966,Jimmie Allen
21967,Rob Vicious
21968,Master Kato
21969,Flipp Dinero
21970,Higher Brothers
21971,AUGUST 08
21972,Felix Jaehn
21973,Captain Cuts
21974,Georgia Ku
21975,Regard
21976,Blanco Brown
21977,Sub Urban
21978,Travis Denning
21979,Natalie Taylor
21980,Lute
21981,MASN
21982,Seaforth
21983,Sosa Geek
21984,jxdn
21985,Hillary Scott
21986,Tyla Yaweh
21987,Clever
21988,Vicente Escudero
21989,The California Ramblers
21990,Pierrette Mad
21991,Frank Melrose
21992,Gaston Ouvrard
21993,A Jam Session At Victor
21994,The Goofus Five & Their Orchestra
21995,Lee Morse
21996,Joe Turner & His Memphis Men
21997,Saint Granier
21998,Missouri Jazz Band
21999,Rube Bloom & His Bayou Boys
22000,Marinette Fenoyer
22001,Henriette Lebard
22002,Roberto Fugazot
22003,Georges Vorelli
22004,Bobby Brown Quartet
22005,Ruby Smith
22006,Mitglieder der Kapelle der Staatsoper Berlin
22007,Jane Ares
22008,Mehmet Fahri
22009,Butterbeans & Susie
22010,Mamie Smith
22011,Astra Desmond
22012,Dj Phuta
22013,African Doctor
22014,Mahmure Hanım
22015,Amy Woodforde-Finden
22016,Alfred Piccaver
22017,Carmen Duval
22018,Nthabiseng
22019,Charles Cerné
22020,Eduard Kandl
22021,Theodor Scheidl
22022,Josephine Chang
22023,Tanburi Refik Fersan
22024,Polaire
22025,Monroses String Orchestra
22026,Dimitris Sourmelis
22027,M.Carlos Romero
22028,Orquesta de E.Werner
22029,A.Loraarrero
22030,Βαγγέλης Σοφρωνίου
22031,Euaggelos Zaralis
22032,Dircinha Batista
22033,Westcoast Miners
22034,Notodden Ladies Choir
22035,João Petra de Barros
22036,Kyle Wooten
22037,Yvonne Printemps
22038,Palmer McAbe
22039,Lal Chand Baral
22040,Jazz4Fun
22041,Haribansh Bachchan
22042,Slim Smith
22043,Balaidas Sil
22044,Tex Beneke
22045,The Modernaires
22046,Paula Kelly
22047,Maupi
22048,Madhuri Sengupta
22049,Alida Rouffe
22050,Peter Micciche
22051,Lilia Silvi
22052,Joseph Boulle
22053,Edouart Delmont
22054,Necla Erol
22055,M.N.Ghosh (Manta Babu)
22056,Quartetto Cetra
22057,Archana Goon
22058,Vittorio De Sica
22059,Ferr
22060,Milly Mathis
22061,Feruccio Tagliavini
22062,De Sica Vittorio
22063,Pierre Fresnay
22064,Guandulito
22065,Carlo Buti Con Orchestra Stefano Ferruzzi
22066,Gruppo Palude
22067,E-Motion
22068,Frankie Goes To Bollywood
22069,Meltdown
22070,Santa Apte
22071,Sabita Singha
22072,Bimal Bhushan
22073,Jean Tranchant
22074,Magicmelo
22075,Josef Herrmann
22076,Jeanne Aubert
22077,Meena Banerjee
22078,V.Vasilescu
22079,P. Maximilian
22080,Albert Lortzing
22081,Georg Kulenkampff
22082,Evaristo Flórez
22083,Count Basie & His All American Rhythm Section
22084,Count Basie Octet
22085,Legión Española
22086,Banda Republicana
22087,Don Byas
22088,Frente Popular
22089,Ratnaprabha
22090,Maya Banerjee
22091,F. Ferrandiere
22092,Master Dhulia
22093,E. Tarapore
22094,Busch Quartet
22095,Μπάντα στρατού
22096,Ratneswar Mukherjee
22097,ชยุดี วสวานนท์
22098,Kamala Pattadar
22099,Tusharkana Pal
22100,Nhá Zefa
22101,White Star
22102,S. Moti Miyan
22103,Bibbo
22104,Sabita Devi
22105,Provas Chandra Dey
22106,Sunita Devi
22107,Miss Bibbo
22108,Lew Stone
22109,Michael Rabin
22110,Karliene
22111,Cab Calloway & His Orchestra; vocal by Cab Calloway & The Palmer Brothers
22112,Cootie Williams & His Rug Cutters
22113,Jack Teagarden & His Band
22114,José Morán Orquesta
22115,Alcoholics Anonymous
22116,Nedime Hanım
22117,D.P. Korgaonkar
22118,Joan Ellison
22119,Jason Aquila
22120,Jodie Ricci
22121,Zavaidoc
22122,Ratanbai
22123,Tamás Cseh
22124,Titi Botez
22125,Kriszta Kovats
22126,Bronisilau Kaper
22127,Kortársak
22128,Arthur Askey and cast
22129,Γιάννης Μανίσαλης
22130,Luciano Benevene
22131,Kyriakos kai Fotis Xalkiopoylos
22132,Sotiris Stasinopoylos
22133,Kontopoylos Xristos
22134,Hlias Litos
22135,N. M. Adhikari
22136,Hansa Wadkar
22137,Stamoulis
22138,Stereo Mama
22139,Wahidan Bai
22140,Salonikos
22141,Xavier Cugat & His Waldorf-Astoria Orchestra
22142,Viktar228
22143,Miss Moti
22144,Fida Hussain
22145,Khursheed
22146,Sharmila Roy Pommot
22147,Pánfilo de Narváez
22148,Paco Aguilera
22149,Cuadro Flamenco
22150,Baby Leela Rao
22151,Orquesta Andrés Moltó
22152,Maxim Schapiro
22153,P. Bhanumathi
22154,Lily Strickland
22155,Γιαννάκης Ιωαννίδης
22156,Shanta Hublikar
22157,Aarti Mukherji
22158,Orchester des Plaza-Varietés
22159,Theo Knobel
22160,Arun
22161,Gautami
22162,Mumtaz Shanti
22163,Khurshid Bano
22164,M.G.Shreekumar
22165,Brabant Choir Lead By Louis Buskens
22166,Angurbala
22167,Ron Cuijpers
22168,Arjan Van Der Dussen
22169,Chembai
22170,Denis Matthews
22171,K Dutta
22172,Bhola
22173,Gyan Dutt
22174,Zohrabai Ambalewaali
22175,Zohrabai Ambalewali
22176,Rafique Gaznavi
22177,Bijaya Das
22178,Mustafa
22179,Chola Luna
22180,Michael Morgan Wise
22181,Munshi Aziz
22182,Shyam Sundar
22183,Raichand Boral
22184,Yaksh
22185,Kamal Dasgupta
22186,Renu
22187,Stan Getz & Bob Brookmeyer
22188,EOR 1946
22189,Frank Skinner
22190,Dimitri Tiomkin
22191,Elmer Bernstein conducting The United Artists Studio Orch.
22192,Germaine Montéro
22193,George Bassman
22194,Paul Dukas
22195,Επαμεινώνδας Ασημακόπουλος
22196,Objects of Desire
22197,M. S. Rajeswari
22198,B.K. Sumitra
22199,Shabnam
22200,Richard Banke
22201,Lee Venora
22202,Sushil Sahu
22203,Leadbelly with Josh White
22204,Y.K.Muddukrishna
22205,Sriharsha
22206,DJ Fil
22207,Mirjam
22208,Maude Simmons
22209,Dolores Martin
22210,Lasse Bohlin
22211,Magnus Karlsson
22212,Gandhari
22213,Tiroro
22214,Georges Van Parys
22215,G.Varalakshmi
22216,Δημήτρης Μπενέτος
22217,Sarla
22218,Ahmet Celal Bey
22219,Jimmy Boyd
22220,Edwin Clay
22221,Charles Wood
22222,Male Navajo chorus with gourd rattles
22223,Isham Jones
22224,Gus Kahn
22225,Teresa Brewer
22226,Terry Gilkyson
22227,Mitch Miller & His Orchestra & Chorus
22228,Stuart Hamblen
22229,Bill Lindsay
22230,PMW Studio Musicians
22231,Alfredo Arroyo
22232,Maura Mauri
22233,Isaac Asimov
22234,The Rosettes
22235,Flo Sandon
22236,The Girl Friends
22237,Pal Joey
22238,Tony Burrello
22239,Joan Diener
22240,Little Junior Parker
22241,Vivian Lobo
22242,Kismet Orchestra
22243,Louis Adrian
22244,Lucy Andonian
22245,Hal Hackett
22246,Lilo
22247,Jane Powell
22248,Marc Platt
22249,Robert Wacker
22250,Howard Hudson
22251,Jeff Richards
22252,Eddie Foy Jr
22253,Countee Cullen
22254,Matt Maddox
22255,Stanley Prager
22256,Reta Shaw
22257,Virginia Gibson
22258,Barbara Ames
22259,Betty Allan
22260,Marie Vernon
22261,Jutta Hipp Quintet
22262,The Commanders
22263,The Jud Conlon Singers
22264,The Starlighters
22265,Eddie Phillips
22266,Monica Sinclair
22267,Ian Wallace
22268,My Fair Lady Orchestra
22269,Candido Camero
22270,Ray Harris
22271,Vern Reed
22272,Pert Kelton
22273,Hal Mooney And His Orchestra
22274,Don Meehan and the Dave Carey Orchestra
22275,姚莉
22276,Tomaso Antonio Vitali
22277,Richard Ellsasser
22278,Orchestra under the direction of Glenn Osser
22279,The Tempos
22280,"Benedictine Monks of the Abbey of St. Maurice & St. Maur, Clevaux"
22281,Vanita Mishra
22282,Gauri Bapat
22283,Gurpreet Kaur
22284,William Henry Monk
22285,WILLIAM G. TOMER
22286,Lewis D. Edwards
22287,"Roy Rogers, Dale Evans"
22288,The Camelot Ensemble
22289,Daniel Emmett
22290,Tippu
22291,Harish Raghavendra
22292,Timmy
22293,Jimmy Woods Sextet
22294,Jimmy Woods
22295,George Tucker
22296,Ted Taylor
22297,Gerry Mulligan Sextet
22298,Garnet Mimms & The Enchanters
22299,The Original Broadway Cast Of Golden Boy
22300,Pete La Roca
22301,The Brazos
22302,Crispian St. Peters
22303,The California Dreamers
22304,Mel Brown
22305,Noel Redding
22306,The Monitors
22307,The Amboy Dukes
22308,Tommy Boyce
22309,Bobby Hart
22310,Labati Carlo Donida
22311,Giulio Rapetti
22312,Slide Hampton
22313,N Kickin
22314,Bob Andy
22315,Focus
22316,Climax
22317,Maria Muldaur
22318,David Essex
22319,Steve Mandell
22320,Stories
22321,Dave Holland Quartet
22322,Junior Gonzalez
22323,Susan Sarandon
22324,Jigsaw
22325,Barry Bostwick
22326,Billy Ward & The Dominoes
22327,Pratt & McClain
22328,Marilyn McCoo
22329,Billy Davis Jr.
22330,Jimmy Douglas
22331,Miúcha
22332,Wreckless Eric
22333,Peter Schreier
22334,Münchener Bach-Orchester
22335,Billy Thorpe
22336,Kelly Marie
22337,Bow Wow Wow
22338,Visage
22339,Romeo Void
22340,Don Helms
22341,Dune
22342,Joki Freund Sextet
22343,Ric Segreto
22344,Mighty Diamonds
22345,Jennifer Lara
22346,The Plimsouls
22347,Vaughan Mason
22348,Butch Dayo
22349,Cynthia Onrubia
22350,Deborah Allen
22351,Julian Lennon
22352,Klymaxx
22353,Joseíto Martínez
22354,Nu Shooz
22355,Robin Jeffrey
22356,Boyoyo Boys
22357,Oran Juice Jones
22358,Maria Conchita Alonso
22359,Danny Wilson
22360,Anthony Thistlethwaite
22361,Taavi Mote
22362,Michael Hutchinson
22363,Tim Cappello
22364,Henry Lee Summer
22365,Pretty Poison
22366,The Primitives
22367,E.U.
22368,CeCe Rogers
22369,Spiral Starecase
22370,György Lehel
22371,Viti Ruiz
22372,Nelson
22373,Candyman
22374,Alias
22375,Crystal Waters
22376,Kitty Wells
22377,why mona
22378,Chubb Rock
22379,Sophie B. Hawkins
22380,RBL Posse
22381,The Heights
22382,Carol Rosenberger
22383,Los Pedernales
22384,The Doc
22385,Edwyn Collins
22386,The Tractors
22387,Natasha Walker
22388,André Laplante
22389,Smif-N-Wessun
22390,The Nixons
22391,GZA (Genius)
22392,Dreddy Kruger
22393,Fools Garden
22394,Giorgia
22395,Einar Steen-Nøkleberg
22396,William DeVaughn
22397,Mike Ratledge
22398,Suga T
22399,Jesse Powell
22400,The Tony Rich Project
22401,The Diamonds
22402,Mr. President
22403,Kevin Sharp
22404,Freak Nasty
22405,The Floaters
22406,Wishbone
22407,Angie Martinez
22408,Caballo Dorado
22409,McFadden & Whitehead
22410,Danny DeVito
22411,Nature
22412,Stardust
22413,King George
22414,Gangsta T
22415,Big Jaz
22416,Eden Riegel
22417,Ralph Fiennes
22418,Amick Byram
22419,Oleander
22420,Ms. Roq
22421,Ben Harper And The Innocent Criminals
22422,Sonora Tropicana
22423,Tanto Metro & Devonte
22424,Don Julian & The Larks
22425,Teflon
22426,Remi Martin
22427,Son By Four
22428,KeKe Wyatt
22429,Christina Milian
22430,Lisa Hartman Black
22431,City High
22432,Floyd F. McRay
22433,Carl Feaster
22434,Claude Walter Feaster
22435,James Keyes
22436,William Edwards
22437,The Crew Cuts
22438,Télépopmusik
22439,Edward Ross
22440,Donnie Iris
22441,La Chat
22442,Mr. Biggs
22443,Susan Misner
22444,Deidre Goodwin
22445,Ekaterina Chtchelkanova
22446,Mya Harrison
22447,John Rzeznik
22448,Goapele
22449,Steve Azar
22450,Steve Anderson
22451,Daniel Bedingfield
22452,Robert Randolph
22453,Josey Scott
22454,Jermaine Paul
22455,Lindsay Lohan
22456,The Six Parts Seven
22457,J. Ivy
22458,Gerard Butler
22459,Emmy Rossum
22460,Donavon Frankenreiter
22461,Grupo G
22462,Patrick Wilson
22463,Shooter Jennings
22464,Mach & Daddy
22465,Holly Brook
22466,Cise Star
22467,Akin
22468,Jennifer Nettles
22469,The Persuaders
22470,Trent Tomlinson
22471,RUN
22472,Lamarquis Jefferson
22473,Baby Boy Da Prince
22474,Heartland
22475,Bart Crow
22476,Huey
22477,Paula DeAnda
22478,Field Mob
22479,Gabriella
22480,The Veronicas
22481,Adan Romero
22482,Glen Hansard
22483,Markéta Irglová
22484,Rich Boy
22485,Polow Da Don
22486,Adam Gontier
22487,The Maccabees
22488,Blue Foundation
22489,Bleu Edmondson
22490,Banda Zeta
22491,El Cartel De Nuevo Leon
22492,Jon McLaughlin
22493,A Fine Frenzy
22494,Amanda Bynes
22495,John Eric
22496,Colin Firth
22497,Pierce Brosnan
22498,Stellan Skarsgård
22499,Blitzen Trapper
22500,Lucas Grabeel
22501,Olesya Rulin
22502,Jorge Quintero
22503,Matt Squire
22504,F.L.Y. (Fast Life Yungstaz)
22505,blessthefall
22506,Keith David
22507,Erika Shevon
22508,Crookers
22509,Generationals
22510,Inner Circle
22511,Stubby
22512,Donna Murphy
22513,The Ready Set
22514,Leo Abrahams
22515,Irfane
22516,Gaby Moreno
22517,Alex Clare
22518,Gary Go
22519,The Magician
22520,JJ Lawhorn
22521,Eurobeat Brony
22522,Hiroaki Tommy Tominaga
22523,Poolside
22524,Jason Evigan
22525,Big Data
22526,Nathan Sykes
22527,Foxygen
22528,Maia Wilson
22529,Cast - Frozen
22530,J. Valentine
22531,Sandollar
22532,White Noise Sound Garden
22533,Laetitia Sadier
22534,Kristene Dimarco
22535,John Ryan
22536,Christoph Andersson
22537,Canaan Smith
22538,Joy Again
22539,Cam
22540,Rainfall
22541,Rain Sounds Nature Collection
22542,Fresh Water Spa
22543,Relajación
22544,Kat Dahlia
22545,Tez Cadey
22546,The Strumbellas
22547,Bigrod
22548,FRENSHIP
22549,Conrad Sewell
22550,Knox Fortune
22551,The Band Of Heathens
22552,Jemaine Clement
22553,Andreas Moss
22554,Parson James
22555,Travis Mendes
22556,Nohidea
22557,Ben Beal
22558,sophie meiers
22559,The Frights
22560,Likybo
22561,Charlie Heat
22562,Ant Beale
22563,Ziv Zaifman
22564,Michelle Williams
22565,The Rain Library
22566,RŮDE
22567,Bass Santana
22568,Cooliecut
22569,Kin$oul
22570,6 Dogs
22571,Wafia
22572,Rejjie Snow
22573,88GLAM
22574,Lonely God
22575,Microdynamic Recordings
22576,Cookiee Kawaii
22577,Kaash Paige
22578,Bernard Jabs
22579,Mez
22580,Troy Cartwright
22581,Beniamino Gigli
22582,Celal Bey
22583,Allen Case
22584,Roger White
22585,Léon Raiter
22586,Buck & Bubbles
22587,Mirane Esbly
22588,M. Malloire
22589,Emile Rousseau
22590,Albert Cornellier
22591,Louis Morturier
22592,Paul Payen
22593,Slim Gaillard & His Flat Foot Floogie Boys
22594,Charley Patton
22595,Eduardo di Capua
22596,Edmond Roze
22597,Casey Bill Weldon
22598,Georgi Mittaki
22599,Luis Zamudio
22600,Teddy Hill and His Orchestra
22601,Σταύρος Καλούμενος
22602,Klarino N. Karakostas
22603,Jayme Vogeler
22604,Ioannis Panagitopoulos
22605,Giorgos Ntokos
22606,Silvio Caldas
22607,Violi Ogdontakis
22608,Dino
22609,Violi Dimitris Semsis
22610,Oρχήστρα Nathaniel Shilkret
22611,Blue Rhythm Boys
22612,Marília Batista
22613,Hirabai Barodekar
22614,kizuna
22615,Leardy & Verly
22616,Mark Anthony Thompson
22617,Elsa Merlini
22618,Padmarani Chatterjee
22619,Biswarup Ghoshdastidar
22620,Anson Weeks & His Orchestra
22621,KayThePianist
22622,Stefano Bertolotto
22623,Simone Maucci
22624,Amala Das
22625,Odette Roger
22626,with Irving Aaronson & His Commanders
22627,Fletcher Henderson
22628,Dea Garbaccio
22629,Aldo Donà
22630,Nella Colombo
22631,Sahana Devi
22632,Biswaroop Ghose Dastidar
22633,Soma Karmakar
22634,Kanak Das
22635,Nino Taranto
22636,Bhubaneswar Bagchi
22637,Monica Devi
22638,Silvana Foresi
22639,Ι.Κωνσταντινίδης
22640,Lidia Desmond
22641,SURF
22642,Jean Sablon
22643,Wilhelm Stross
22644,Ludwig Hoelscher
22645,Antonio Morel
22646,Phiroz Dastur
22647,Marbletop Orchestra
22648,Anna Hrisafi
22649,Alois Melichar
22650,Στέλιος Κερομύτης
22651,Οδυσέας Μοσχονάς
22652,Δημήτρης Γκόγκος
22653,Frank Cruz
22654,Antonio Podesta
22655,Crivel E Coro
22656,New Life
22657,Jack Hylton & His Orchestra
22658,The Revolution
22659,Yvette Guilbert
22660,Jeff Henry
22661,One Nation Experience
22662,Phil Bates
